Collected Date,Channel,Keyword,Upload Date,Video URL,Caption,Views,Likes,Comments
2026-07-03,.hng0863,qrevo 2 pro,2026-07-02,https://www.tiktok.com/@.hng0863/video/7657911966656204053,"Tự để lại giẻ tại dock trước khi làm thảm, giữ thảm khô sạch và hạn chế bẩn chéo ✨ Khay giặt tự làm sạch thế hệ 2, giúp dock sạch lâu hơn theo thời gian và giảm công vệ sinh định kỳ ✨ Dock đa năng tự giặt và sấy sau mỗi chu trình, để robot luôn sẵn sàng cho lần chạy tiếp theo #Roborock #Qrevo2Pro #Robothutbui #thietbithongminh ",128,1,0
2026-07-03,.hng0863,qrevo 2 pro,2026-07-01,https://www.tiktok.com/@.hng0863/video/7657574092937137429,"😮‍💨 Bạn yên tâm, đã có dock của Qrevo 2 Pro với thiết kế bo tròn tinh tế, vì không phải mọi công nghệ đều nằm ở bên trong. Đôi khi, một chi tiết nhỏ như dock bo tròn cũng đủ để mỗi lần đi ngang bớt đi một cú va chạm. Bởi trải nghiệm tốt không chỉ đến từ việc robot dọn sạch, mà còn từ cách mọi chi tiết được thiết kế để sống cùng ngôi nhà của bạn. Luôn nghĩ cho bạn, luôn là Qrevo 2 Pro 💛  #Roborock   #Qrevo2Pro #robothutbui  #thietbithongminh ",111,0,0
2026-07-03,.hng0863,qrevo 2 pro,2026-06-30,https://www.tiktok.com/@.hng0863/video/7657177436286782741,"✨ QREVO 2 PRO – CHỌN CÔNG NGHỆ VƯỢT TẦM GIÁ, VIỆC CHĂM NHÀ ĐƯỢC GIAO PHÓ THEO CÁCH THẬT DỄ CHỊU 🤍 Robot hút bụi lau nhà Roborock Qrevo 2 Pro xuất hiện như một lựa chọn dành cho những tổ ấm muốn giữ nhịp sạch sẽ mỗi ngày, nơi những chu trình lặp đi lặp lại được thay thế bằng một guồng vận hành tự động gọn gàng. 🏡 Roborock tập trung vào những tính năng cốt lõi, chắt lọc công nghệ để phục vụ đúng nhu cầu thường nhật, đồng thời mang nhiều trải nghiệm vốn thường gắn với phân khúc cao hơn đến gần hơn với mức giá dễ tiếp cận: ✨ Lực hút HyperForce® 25.000Pa mạnh mẽ, xử lý gọn từ bụi mịn, rác vụn đến tóc rụng và lông thú ✨ Hệ thống chống rối toàn thân có chứng nhận, duy trì hiệu suất ổn định và giảm tối đa thao tác gỡ rối thủ công ✨ FlexiArm™ vươn sát mép, chăm kỹ đường viền và góc cạnh để mặt sàn sạch “đều tay” hơn ✨ Chổi cạnh đảo chiều tối ưu khả năng quét góc, tăng hiệu quả gom bụi sát tường và khe cạnh ✨ Tự để lại giẻ tại dock trước khi làm thảm, giữ thảm khô sạch và hạn chế bẩn chéo ✨ Khay giặt tự làm sạch thế hệ 2, giúp dock sạch lâu hơn theo thời gian và giảm công vệ sinh định kỳ ✨ Dock đa năng tự giặt và sấy sau mỗi chu trình, để robot luôn sẵn sàng cho lần chạy tiếp theo Nhà sạch ổn định, thao tác tối giản và bạn có thêm thời gian cho những điều thật sự quan trọng. #Roborock   #Qrevo2Pro #Robothutbui  #thietbithongminh ",103,1,0
2026-07-03,.hng0863,qrevo 2 pro,2026-06-28,https://www.tiktok.com/@.hng0863/video/7656446443787521301,"🏡✨ Ngoài việc tránh tiếp xúc trực tiếp với nước, robot hút bụi lau nhà Roborock Qrevo 2 Pro tự tin cân trọn hầu hết nhu cầu dọn dẹp trong nhà đấy! 🤖 Thế nên, bụi mịn, tóc rụng, lông thú, khe góc hay thảm trải sàn, cứ giao ""em"" xử lý. Chủ nhân ơi, hôm nay có nhiệm vụ đặc biệt nào dành cho Qrevo 2 Pro không? #Roborock #RoborockVietnam #OtechVietnam #Qrevo2Pro",216,3,0
2026-07-03,roborockthanhhoa,qrevo 2 pro,2026-07-02,https://www.tiktok.com/@roborockthanhhoa/video/7657867843886681365,Tập tành bắt trend thôi hihi #2pro #qrevo2pro #robothutbui #thanhhoa #roborockthanhhoa #viralvideotiktok #roborockvietnam #xuhuong #xuhuongtiktok #hutbui #hdpe #otechvietnam #haihuoc #congnghe #robot,5,2,0
2026-07-03,roborockthanhhoa,qrevo 2 pro,2026-07-01,https://www.tiktok.com/@roborockthanhhoa/video/7657400989816851732,Sếp bảo ra quay cho anh để chạy quảng cáo em nhé #roborockthanhhoa#viralvideotiktok #roborockvietnam #xuhuong #xuhuongtiktok #hutbui #hdpe #otechvietnam #haihuoc #congnghe #robot #thanhhoa #qrevo2pro #2pro,18,4,0
2026-07-03,thietbibepan,qrevo 2 pro,2026-06-24,https://www.tiktok.com/@thietbibepan/video/7654777555882347783,Roborock Qrevo 2 Pro mạnh mẽ hàng đầu phân khúc,177,5,0
2026-07-03,tn.robot76,qrevo 2 pro,2026-07-03,https://www.tiktok.com/@tn.robot76/video/7658134325891747090,Qrevo 2 Pro có gì hay nào? #Qrevovo2pro #roborock #robothutbui #robotbinhduong ,128,5,0
2026-07-03,mi360vn,qrevo 2 pro,2026-06-27,https://www.tiktok.com/@mi360vn/video/7655925378162117909,Đập hộp robot hút bụi Roborock Qrevo 2 Pro #roborock #congnghe ,241,3,0
2026-07-03,caothienphat.official,qrevo 2 pro,2026-06-08,https://www.tiktok.com/@caothienphat.official/video/7649013336180280584,ROBOROCK QREVO 2 PRO - Lực hút 25.000 Pa - Mới ra mắt cực hot 🔥 #CTP #caothienphat #xh #robothutbui #roborock ,358,7,2
2026-07-03,homecaredigital,qrevo 2 pro,2026-07-03,https://www.tiktok.com/@homecaredigital/video/7658203518636920081,"📷Bàn giao siêu phẩm mới cập bến Roborock Qrevo 2 Pro📷 Qrevo 2 Pro vừa được 𝐇𝐨𝐦𝐞𝐜𝐚𝐫𝐞 𝐃𝐢𝐠𝐢𝐭𝐚𝐥 bàn giao đến tay khách hàng đã lập tức chứng minh vị thế của một ""chiến thần"" dọn dẹp thực thụ.  Em này tự tin xóa nhòa ranh giới giữa phân khúc tầm trung và cao cấp khi sở hữu trọn vẹn những công nghệ làm sạch đỉnh cao nhất hiện nay. Mỗi góc nhỏ trong ngôi nhà bạn từ nay sẽ luôn bóng bẩy, mang lại trải nghiệm sống thảnh thơi trọn vẹn mà không cần tốn chút sức lực nào. 📷Ghé 𝐇𝐨𝐦𝐞𝐜𝐚𝐫𝐞 𝐃𝐢𝐠𝐢𝐭𝐚𝐥 để được tư vấn chi tiết và sở hữu chiếc robot hút bụi chân ái cho ngôi nhà của bạn! #Qrevo2Pro #Roborock #robothutbui #HomecareDigital #RoborockDaNang",3,0,0
2026-07-03,homecaredigital,qrevo 2 pro,2026-07-03,https://www.tiktok.com/@homecaredigital/video/7658200254692461825,HOMECARE DIGITAL - ROBOROCK QREVO 2 PRO Dưới 15🥔 thì đây là 1 lựa chọn hoàn toàn xứng đáng với số tiền quý khách hàng đầu tư cho ngồi nhà của mình Ghé ngay Homecare Digital để nhận tư vấn #Qrevo2Pro #Roborock #robothutbui #HomecareDigital #robothutbuilaunha,3,0,0
2026-07-03,longrobot_284,qrevo 2 pro,2026-07-03,https://www.tiktok.com/@longrobot_284/video/7658113771684121876,"Hot hơn cả thời tiết tháng 6 🔥 Roborock Qrevo 2 Pro đã chính thức mở bán và có sẵn tại Danke rồi đây! Cùng Long khám phá xem Robot phiên bản mới này có gì nâng cấp, có gì đáng tiền và vì sao lại đáng để lên đời nha 😙 #robothutbuilaunha #roborock #qrevo2pro #roborockqrevo2pro #robothutbui",111,2,0
2026-07-03,longrobot_284,qrevo 2 pro,2026-07-02,https://www.tiktok.com/@longrobot_284/video/7657747768101948693,Roborock Qrevo 2 Pro đã có mặt tại Đà Nẵng. Mọi người xem khả năng hút tóc và đảo chiều chổi của bạn ấy mượt thế nào nha! 😍 #robothutbui #roborock #qrevo2pro #reviewrobot #roborocktaidanang ,221,4,1
2026-07-03,roborock.krng.n,qrevo 2 pro,2026-07-03,https://www.tiktok.com/@roborock.krng.n/video/7658252093131738388,Loading 80% Roborock Krông Nô #roborock  #roborockvietnam  #krôngnô  #qrevo2pro ,10,1,0
2026-07-03,roborock.krng.n,qrevo 2 pro,2026-07-03,https://www.tiktok.com/@roborock.krng.n/video/7658137805968690452,Roborock Qrevo 2 Pro - Đặt hàng ngay để nhận bộ quà tặng 14 món phụ kiện robot Trải nghiệm sản phẩm trực tiếp tại showroom - trung tâm bảo hành Roborok Krông Nô - 30 Nguyễn Tất Thành - Krông Nô - Lâm Đồng hoặc liên hệ 0985.37.47.48 để tư vấn trực tiếp #qrevo2pro  #roborockvietnam  #roborock  #robothutbuilaunha ,139,6,2
2026-07-03,roborock.krng.n,qrevo 2 pro,2026-07-02,https://www.tiktok.com/@roborock.krng.n/video/7657911566200884501,"Đơn nhẹ mùng 2, 2 tầng, 2 em 2 Pro #qrevo2pro  #roborock  #roborockvietnam ",122,4,2
2026-07-03,mivietnam_chuyengiarobot,qrevo 2 pro,2026-06-30,https://www.tiktok.com/@mivietnam_chuyengiarobot/video/7657127217037659412,Robot Jutsu nhưng là Roborock Qrevo 2 Pro #transition #mivietnam #Robothutbui #Roborock #Qrevo2Pro,545,18,2
2026-07-03,mivietnam_chuyengiarobot,qrevo 2 pro,2026-06-26,https://www.tiktok.com/@mivietnam_chuyengiarobot/video/7655642248226360596,"Roborock Qrevo 2 Pro — giao tận nơi, lắp tận nhà, hướng dẫn dùng kỹ bởi #MiVietnam #chuyengiarobothutbui #robothutbui #roborock #Qrevo2Pro",1016,13,0
2026-07-03,mivietnam_chuyengiarobot,qrevo 2 pro,2026-06-23,https://www.tiktok.com/@mivietnam_chuyengiarobot/video/7654537293247663381,Giặt và Sấy khí nóng - Roborock Qrevo 2 Pro #mivietnam #chuyengiarobothutbui #Roborock #Qrevo2Pro #Qrevo2,247,6,0
2026-07-03,mivietnam_chuyengiarobot,qrevo 2 pro,2026-06-18,https://www.tiktok.com/@mivietnam_chuyengiarobot/video/7652678926065470741,Có cải tiến mới Roborock Qrevo 2 Pro #mivietnam #roborock #qrevo2pro #robothutbui ,485,6,0
2026-07-03,mivietnam_chuyengiarobot,qrevo 2 pro,2026-06-17,https://www.tiktok.com/@mivietnam_chuyengiarobot/video/7652320691718458645,"Có thể là đại náo hang ổ ""yêu tinh bụi bẩn"" đang ẩn nấp luôn #mivietnam #roborock #qrevo2pro #robothutbui Roborock Qrevo 2 Pro",700,10,0
2026-07-03,mivietnam_chuyengiarobot,qrevo 2 pro,2026-06-16,https://www.tiktok.com/@mivietnam_chuyengiarobot/video/7651946126672891157,Lao Công 4.0 khắc nghiệt lắm - Công Nghệ Tự Bảo Vệ của Roborock Qrevo 2 Pro #mivietnam #RobotHutBui #Roborock #qrevo2pro ,607,12,0
2026-07-03,mivietnam_chuyengiarobot,qrevo 2 pro,2026-06-15,https://www.tiktok.com/@mivietnam_chuyengiarobot/video/7651569549661244692,Vì Sao nói Thiết Kế Roborock Qrevo 2 Pro là 1 thiết kế thân thiện với trẻ em #mivietnam #Robothutbui #Roborock #Qrevo2Pro #Qrevo,590,10,0
2026-07-03,mivietnam_chuyengiarobot,qrevo 2 pro,2026-06-13,https://www.tiktok.com/@mivietnam_chuyengiarobot/video/7650832972261625109,😱HIỂU LẦM PHỔ BIẾN nhất là lông và bụi trong nhà rồi sẽ hết! HIỆN TƯỢNG resuspension từ các kết quả nghiên cứu nói điều ngược lại. Chúng vẫn có thể trong nhà bạn suốt nhiều năm và gây ra dị ứng. #mivietnam #Robothutbui #Roborock #Qrevo2Pro #Qrevo,463,6,0
2026-07-03,mivietnam_chuyengiarobot,qrevo 2 pro,2026-06-12,https://www.tiktok.com/@mivietnam_chuyengiarobot/video/7650455428572269845,G.i.á mở bán ở cuối video - Unboxing Roborock Qrevo 2 Pro #mivietnam #roborock #Qrevo2Pro #Qrevo2 #robothutbui,1300,24,1
2026-07-03,thurobot88,qrevo 2 pro,2026-07-03,https://www.tiktok.com/@thurobot88/video/7658207738299911444,#Qrevo2Pro #Roborock #robothutbui,12,1,0
2026-07-03,thurobot88,qrevo 2 pro,2026-07-03,https://www.tiktok.com/@thurobot88/video/7658195665855581461,#Qrevo2Pro #Roborock #robothutbui,62,1,0
2026-07-03,thurobot88,qrevo 2 pro,2026-07-03,https://www.tiktok.com/@thurobot88/video/7658189099890691348,Quan điểm của mình -  bệ giặt thì cứ phải tháo rời ra như nảy thỉ mới tiện lợi - sạch sẽ - tránh tình trạng đọng bùn đất gây mùi hôi.  Và quan trọng không phải cúi mỏi lưng khi cần chà rửa. 🤭 #Qrevo2Pro #Roborock #robothutbui,72,1,0
2026-07-03,thurobot88,qrevo 2 pro,2026-07-03,https://www.tiktok.com/@thurobot88/video/7658154742178172180,#Qrevo2Pro #Roborock #robothutbui,96,2,0
2026-07-03,thurobot88,qrevo 2 pro,2026-07-03,https://www.tiktok.com/@thurobot88/video/7658154234961022229,#Qrevo2Pro #Roborock #robothutbui Hàng sẵn giao ngay lại ____________ ROBOROCK STORE BUÔN MA THUỘT 🏠 Số 29 Trần Phú - Phường Buôn Ma Thuột - Tỉnh Đăk Lăk. ☎️ 0964.642.842 - 097.664.9388,110,2,0
2026-07-03,thurobot88,qrevo 2 pro,2026-07-03,https://www.tiktok.com/@thurobot88/video/7658151203901017365,Khay giặt giẻ của Qrevo2 Pro có gì mới? #Qrevo2Pro #Roborock #robothutbui,119,4,0
2026-07-03,thurobot88,qrevo 2 pro,2026-07-03,https://www.tiktok.com/@thurobot88/video/7658140246072151317,Thiết kế mới nhất đến từ Roborock - Một sản phẩm tầm trung nhưng thiết kế sang trọng - tinh tế. #Qrevo2Pro #Roborock #robothutbui,95,3,0
2026-07-03,hiephong.techhome,qrevo 2 pro,2026-07-03,https://www.tiktok.com/@hiephong.techhome/video/7658197367258107157,Siêu phẩm hothit Roborook Qrevo 2pro. #qrevo2pro #roborockvietnam #hiẹphongtechhome,131,5,0
2026-07-03,quyrobot,qrevo 2 pro,2026-07-03,https://www.tiktok.com/@quyrobot/video/7658156896423005448,Chạy quảng cáo mới ra đơn Qrevo 2 pro 2026 #quyrobot #Roborock #qrevo2pro #robothutbui ,152,23,22
2026-07-03,quyrobot,qrevo 2 pro,2026-06-27,https://www.tiktok.com/@quyrobot/video/7656129494654242055,Test thực tế mẫu qrevo 2 pro mới rămys cho ace thẩm nhaz #quyrobot #robotvinhphuc #roborock #qrevo2pro ,250,2,0
2026-07-03,quyrobot,qrevo 2 pro,2026-06-19,https://www.tiktok.com/@quyrobot/video/7653049987999288584,Về thêm mã mới qrevo 2 pro 2026 #quyrobot #robotvinhphuc #xuhuong #qrevo2pro #roborock ,227,1,0
2026-07-03,phanthulan715,qrevo 2 pro,2026-07-03,https://www.tiktok.com/@phanthulan715/video/7658161844275727637,Siêu phẩm tầm trung lực hút cực khủng mang tên Qrevo 2 Pro  #Qrevo2Pro #roborock #robothutbui #smarthomephutho #NhaThongMinh ,87,2,0
2026-07-03,phanthulan715,qrevo 2 pro,2026-07-03,https://www.tiktok.com/@phanthulan715/video/7658148191795219733,Chiến thần tầm trung mang tên Qrevo 2 pro #Qrevo2Pro #roborock #robothutbui #NhaThongMinh #smarthomephutho ,86,6,0
2026-07-03,phanthulan715,qrevo 2 pro,2026-06-25,https://www.tiktok.com/@phanthulan715/video/7655153343039327509,Ship roborock qrevo 2 pro cho khách yêu,435,6,0
